date,scraped_at,product_id,name,brand,price_cents,in_stock,url,status
2026-01-09,2026-01-09T18:00:56,967354,Marshall Major V Blauw,Marshall,14900,True,https://www.coolblue.nl/product/967354/marshall-major-v-blauw.html,ok
2026-01-09,2026-01-09T18:01:00,968195,Skullcandy Crusher Active Donkergrijs,Skullcandy,16200,True,https://www.coolblue.nl/product/968195/skullcandy-crusher-active-donkergrijs.html,ok
2026-01-09,2026-01-09T18:01:06,960364,JBL Tour One M3 Blauw,JBL,28900,False,https://www.coolblue.nl/product/960364/jbl-tour-one-m3-blauw.html,ok
2026-01-09,2026-01-09T18:01:11,949279,Philips TAH4209 Blauw,Philips,3099,True,https://www.coolblue.nl/product/949279/philips-tah4209-blauw.html,ok
2026-01-09,2026-01-09T18:01:16,454325,Sony MDR-ZX310AP Blauw,Sony,2599,True,https://www.coolblue.nl/product/454325/sony-mdr-zx310ap-blauw.html,ok
2026-01-09,2026-01-09T18:01:21,954350,Apple AirPods Max Oranje,Apple,57900,True,https://www.coolblue.nl/product/954350/apple-airpods-max-oranje.html,ok
2026-01-09,2026-01-09T18:01:25,972178,JBL Tune 530BT Blauw,JBL,6000,True,https://www.coolblue.nl/product/972178/jbl-tune-530bt-blauw.html,ok
2026-01-09,2026-01-09T18:01:30,945541,JBL JR320BT Paars,JBL,4099,True,https://www.coolblue.nl/product/945541/jbl-jr320bt-paars.html,ok
2026-01-09,2026-01-09T18:01:35,905877,Rode NTH-100,Rode Microphones,14300,True,https://www.coolblue.nl/product/905877/rode-nth-100.html,ok
2026-01-09,2026-01-09T18:01:41,972165,JBL Junior Free Roze,JBL,7000,True,https://www.coolblue.nl/product/972165/jbl-junior-free-roze.html,ok
2026-01-09,2026-01-09T18:01:45,964868,JBL Tune 520C USB-C Wit,JBL,3499,True,https://www.coolblue.nl/product/964868/jbl-tune-520c-usb-c-wit.html,ok
2026-01-09,2026-01-09T18:01:52,962050,Sony WH-CH520 Geel,Sony,4799,True,https://www.coolblue.nl/product/962050/sony-wh-ch520-geel.html,ok
2026-01-09,2026-01-09T18:01:57,911912,Sennheiser Momentum 4 Wireless Zwart,Sennheiser,26300,False,https://www.coolblue.nl/product/911912/sennheiser-momentum-4-wireless-zwart.html,ok
2026-01-09,2026-01-09T18:02:00,534540,Sony MDR-ZX110AP Zwart,Sony,2199,True,https://www.coolblue.nl/product/534540/sony-mdr-zx110ap-zwart.html,ok
2026-01-09,2026-01-09T18:02:04,923640,Sony WH-CH520 Wit,Sony,4399,True,https://www.coolblue.nl/product/923640/sony-wh-ch520-wit.html,ok
2026-01-09,2026-01-09T18:02:09,926433,JVC HA-S36W Zwart,JVC,3199,True,https://www.coolblue.nl/product/926433/jvc-ha-s36w-zwart.html,ok
2026-01-09,2026-01-09T18:02:14,949278,Philips TAH4209 Wit,Philips,3099,True,https://www.coolblue.nl/product/949278/philips-tah4209-wit.html,ok
2026-01-09,2026-01-09T18:02:20,951361,JBuds Lux ANC Groen,JLAB,10000,False,https://www.coolblue.nl/product/951361/jbuds-lux-anc-groen.html,ok
2026-01-09,2026-01-09T18:02:24,956285,Marshall Major V Bruin,Marshall,13100,False,https://www.coolblue.nl/product/956285/marshall-major-v-bruin.html,ok
2026-01-09,2026-01-09T18:02:28,968196,Skullcandy Crusher Active Lichtgrijs,Skullcandy,16200,True,https://www.coolblue.nl/product/968196/skullcandy-crusher-active-lichtgrijs.html,ok
2026-01-09,2026-01-09T18:02:32,903637,JVC HA-S31M-P,JVC,1998,True,https://www.coolblue.nl/product/903637/jvc-ha-s31m-p.html,ok
2026-01-09,2026-01-09T18:02:37,972175,JBL Junior Free Paars,JBL,7000,True,https://www.coolblue.nl/product/972175/jbl-junior-free-paars.html,ok
2026-01-09,2026-01-09T18:02:42,951358,JBuds Lux ANC Grijs,JLAB,10000,False,https://www.coolblue.nl/product/951358/jbuds-lux-anc-grijs.html,ok
2026-01-09,2026-01-09T18:02:46,562255,Audio-Technica ATH-M50X Zwart,Audio-Technica,15800,False,https://www.coolblue.nl/product/562255/audio-technica-ath-m50x-zwart.html,ok
2026-01-09,2026-01-09T18:02:49,937222,Bowers & Wilkins PX8 Rood,Bowers & Wilkins,44100,False,https://www.coolblue.nl/product/937222/bowers-wilkins-px8-rood.html,ok
